Platform,business_id,city,state,postal_code,score,review_count,Gender,CEO_sch_cat,CEO_grd_yr,field_cat,ZIP Code,Business_ID_other,Rural_metropolitan_Desc,Tot_Clms_Services,Brnd_Tot_Clms_Services,Gnrc_Tot_Clms_Services,Othr_Tot_Clms_Services,LIS_Tot_Clms_Services,Opioid_Tot_Clms_Services,Antbtc_Tot_Clms_Services
Platform 1,1821165895,Tampa,FL,33612,4.5,6,M,138,1996,18,336142665,,,,,,,,,
Platform 1,1770822074,Meridian,ID,83642,4.5,11,F,108,2012,59,836428531,1770822074,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",2279,319,1960,0,528,0,
Platform 1,1265788962,Collegeville,PA,19426,4.5,9,M,125,2008,71,194263613,1265788962,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",149,11,138,0,112,,
Platform 1,1669435319,Tucson,AZ,85741,2,47,M,155,1999,51,857106160,1669435319,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",991,,981,,120,302,258
Platform 1,1629245022,New Orleans,LA,70128,2.5,6,M,130,2006,21,701174736,1629245022,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6308,802,5391,115,4920,16,146
Platform 1,1114981875,New Port Richey,FL,34652,4,7,M,108,1997,48,346524014,1114981875,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2912,1056,1856,0,453,0,15
Platform 1,1902828213,Boise,ID,83706,1,6,F,187,1999,62,837061309,,,,,,,,,
Platform 1,1710615430,Lutz,FL,33548,4.5,14,M,108,2019,4,335588005,,,,,,,,,
Platform 1,1275881773,Sparks,NV,89436,2,123,F,202,2012,58,894349688,,,,,,,,,
Platform 1,1417184425,Reno,NV,89502,3,5,M,188,2009,41,895021576,,,,,,,,,
Platform 1,1346289162,Wilmington,DE,19810,4,6,F,112,1974,49,198085400,1346289162,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",216,86,130,0,,0,17
Platform 1,1164555645,Tucson,AZ,85747,3,12,M,108,2003,58,850403833,,,,,,,,,
Platform 1,1740712785,Nashville,TN,37217,2,25,M,165,2017,48,433027422,1740712785,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",147,58,89,0,109,0,
Platform 1,1932398302,Tucson,AZ,85711,2.5,21,M,108,2007,59,852093320,1932398302,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4745,424,4321,0,1662,2910,0
Platform 1,1578029260,Reno,NV,89519,2,8,F,108,2016,66,895570001,,,,,,,,,
Platform 1,1497827968,Saint Louis,MO,63141,5,5,F,101,1993,63,631252408,1497827968,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",975,25,950,0,545,0,
Platform 1,1205560752,Edmonton,AB,T5J 1W4,4,42,F,108,2021,45,421298137,,,,,,,,,
Platform 1,1689614711,Largo,FL,33770,5,6,M,108,2001,59,344203805,1689614711,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",7299,1371,5873,55,4994,0,304
Platform 1,1548418148,Nashville,TN,37215,5,15,F,199,2001,33,372320028,,,,,,,,,
Platform 1,1023092681,Palm Harbor,FL,34684,4.5,15,M,0,1986,41,346853494,1023092681,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",16,0,16,0,,0,0
Platform 1,1033206032,Philadelphia,PA,19104,2,13,M,53,1988,22,191042640,1033206032,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",640,156,484,0,224,0,41
Platform 1,1275985327,Mount Laurel,NJ,08054,3,9,F,108,2014,12,80541108,,,,,,,,,
Platform 1,1598789489,Saint Louis,MO,63105,3,5,M,211,1989,67,631041016,1598789489,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",45,,36,,,,
Platform 1,1811908841,Wynnewood,PA,19096,3.5,14,F,51,1998,46,190963437,,,,,,,,,
Platform 1,1396788931,Franklin,TN,37067,5,5,M,73,2002,19,370675909,1396788931,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",273,,243,,40,46,64
Platform 1,1497827968,Saint Louis,MO,63127,4,10,F,101,1993,63,631252408,1497827968,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",975,25,950,0,545,0,
Platform 1,1528008463,Huntingdon Valley,PA,19006,5,5,M,138,1980,75,190063524,1528008463,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1988,,1674,,65,,274
Platform 1,1578029260,Reno,NV,89521,4.5,21,F,108,2016,66,895570001,,,,,,,,,
Platform 1,1578029260,Reno,NV,89509,5,8,F,108,2016,66,895570001,,,,,,,,,
Platform 1,1992846877,Nashville,TN,37221,2.5,19,M,108,2006,10,372320028,,,,,,,,,
Platform 1,1821040866,Indianapolis,IN,46220,3.5,16,M,210,1998,18,462378606,,,,,,,,,
Platform 1,1376984229,Berlin,NJ,08009,4,8,M,108,2013,59,549231243,1376984229,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",165,13,152,0,48,0,88
Platform 1,1205560752,Edmonton,AB,T6E 1Z8,4.5,6,F,108,2021,45,421298137,,,,,,,,,
Platform 1,1588667646,Yardley,PA,19067,1.5,7,M,219,1984,18,190675567,,,,,,,,,
Platform 1,1932343035,Skippack,PA,19474,2.5,7,M,127,1994,11,19474,,,,,,,,,
Platform 1,1821040866,Philadelphia,PA,19103,4,7,M,210,1998,18,191115729,,,,,,,,,
Platform 1,1174976989,Brandon,FL,33511,2,7,F,108,2016,45,335114885,1174976989,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1096,118,952,26,53,0,
Platform 1,1821040866,Indianapolis,IN,46219,2,7,M,210,1998,18,462378606,,,,,,,,,
Platform 1,1376592576,Tucson,AZ,85710,4.5,14,M,181,1997,53,857186526,1376592576,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",223,,222,,48,64,94
Platform 1,1831291434,Flourtown,PA,19031,1.5,13,M,108,1996,13,189663853,,,,,,,,,
Platform 1,1386059939,Edmonton,AB,T5J 4B7,3.5,8,M,176,2014,33,372325100,,,,,,,,,
Platform 1,1568977585,Sicklerville,NJ,08081,3.5,17,M,108,2017,58,80811800,,,,,,,,,
Platform 1,1689334393,St. Petersburg,FL,33704,4,5,F,108,2021,58,337033802,,,,,,,,,
Platform 1,1366848137,Tucson,AZ,85712,5,5,M,108,2014,59,857112602,,,,,,,,,
Platform 1,1164428645,Lansdale,PA,19446,3.5,17,M,116,1985,21,194461002,1164428645,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",7176,1061,6055,60,3285,231,118
Platform 1,1346335023,Mt Laurel,NJ,08054,2.5,15,M,116,1990,33,80541106,1346335023,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",10034,1279,8671,84,3037,277,163
Platform 1,1609894336,St. Louis,MO,63131,4.5,8,F,108,2004,45,631312374,,,,,,,,,
Platform 1,1760574552,Newtown Square,PA,19073,2,5,M,108,1980,51,190732304,,,,,,,,,
Platform 1,1437195849,Saint Louis,MO,63144,2.5,34,F,167,1995,55,900364671,,,,,,,,,
Platform 1,1437195849,Saint Louis,MO,63134,5,7,F,167,1995,55,900364671,,,,,,,,,
Platform 1,1336374305,New Port Richey,FL,34655,3,10,M,108,2004,18,346524329,,,,,,,,,
Platform 1,1790190700,Palm Harbor,FL,34684,2.5,6,M,108,2012,51,346841109,1790190700,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",486,,484,,46,233,
Platform 1,1437195849,Tampa,FL,33635,3.5,6,F,167,1995,55,900364671,,,,,,,,,
Platform 1,1821040866,Philadelphia,PA,19130,5,19,M,210,1998,18,191115729,,,,,,,,,
Platform 1,1366848137,Tucson,AZ,85712,2,5,M,108,2014,59,857112602,,,,,,,,,
Platform 1,1902048259,Saint Petersburg,FL,33701,4.5,14,M,201,2009,3,337051300,1902048259,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",24,11,13,0,0,0,0
Platform 1,1467837898,Reno,NV,89502,5,30,F,108,2015,45,427012748,1467837898,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",2473,,2142,,1188,,146
Platform 1,1982794491,Greenwood,IN,46143,4.5,7,M,108,1996,58,471701445,,,,,,,,,
Platform 1,1578029260,Reno,NV,89502,3.5,35,F,108,2016,66,895570001,,,,,,,,,
Platform 1,1235370230,New Orleans,LA,70119,4.5,23,F,68,2009,3,701212429,,,,,,,,,
Platform 1,1821040866,Philadelphia,PA,19136,2,6,M,210,1998,18,191115729,,,,,,,,,
Platform 1,1447241674,Indianapolis,IN,46268,4.5,14,M,108,1986,10,322241865,,,,,,,,,
Platform 1,1356394779,Bala Cynwyd,PA,19004,4,31,F,132,1987,48,190041724,1356394779,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",753,344,409,0,185,0,
Platform 1,1326299512,Clearwater,FL,33756,4,10,M,55,1990,61,337565291,1326299512,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",12,0,12,0,,0,
Platform 1,1326282864,Huntingdon Valley,PA,19006,4.5,7,M,70,2009,5,190064411,1326282864,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",930,147,783,0,88,0,30
Platform 1,1104870062,Havertown,PA,19083,4.5,6,F,196,1994,45,190834930,1104870062,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",78,,75,,,0,0
Platform 1,1821040866,Philadelphia,PA,19111,2,10,M,210,1998,18,191115729,,,,,,,,,
Platform 1,1407142219,Tampa,FL,33629,5,5,M,108,2011,3,326081532,,,,,,,,,
Platform 1,1821040866,Philadelphia,PA,19149,2.5,11,M,210,1998,18,191115729,,,,,,,,,
Platform 1,1821040866,Indianapolis,IN,46280,2.5,12,M,210,1998,18,462378606,,,,,,,,,
Platform 1,1972540292,Ardmore,PA,19003,4.5,22,M,108,1988,11,190031835,,,,,,,,,
Platform 1,1386638377,Indianapolis,IN,46227,4.5,17,M,28,1985,21,80432514,1386638377,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8469,826,7570,73,2049,0,301
Platform 1,1003920521,Largo,FL,33771,4,5,F,210,2003,33,337771207,1003920521,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8031,1005,7006,20,517,205,224
Platform 1,1154395671,New Orleans,LA,70119,4.5,71,M,134,1973,69,100061901,1154395671,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2382,352,2010,20,737,86,54
Platform 1,1558304014,Philadelphia,PA,19107,5,5,M,51,2000,22,191144200,1558304014,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1023,,794,,374,,17
Platform 1,1023007242,Spring Hill,FL,34608,3,5,M,83,1984,17,346135409,1023007242,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",873,,806,,116,29,86
Platform 1,1063580348,Green Valley,AZ,85614,3.5,31,M,222,1978,11,856140551,,,,,,,,,
Platform 1,1306236328,Nashville,TN,37211,4.5,8,F,108,2014,45,447082614,1306236328,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",34,0,34,0,,22,
Platform 1,1467414177,Saint Louis,MO,63117,3.5,6,F,130,1984,46,631171209,1467414177,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",159,40,119,0,,0,
Platform 1,1215290580,Harahan,LA,70123,4,9,M,10,2012,51,701233671,1215290580,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",36,,35,,16,,
Platform 1,1720317670,Franklin,TN,37064,5,12,F,108,2016,59,461319199,1720317670,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",381,,379,,30,285,70
Platform 1,1881621621,Sparks,NV,89431,4,9,M,174,2000,18,894349641,,,,,,,,,
Platform 1,1336318914,Eagle,ID,83616,3.5,5,M,108,2008,59,836166232,1336318914,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",164,,158,,74,24,56
Platform 1,1194753582,Greenwood,IN,46143,3,5,F,108,2003,58,461425195,,,,,,,,,
Platform 1,1821040866,Indianapolis,IN,46260,3.5,20,M,210,1998,18,462378606,,,,,,,,,
Platform 1,1770720401,Santa Barbara,CA,93103,1.5,31,F,108,1997,13,931032109,,,,,,,,,
Platform 1,1801903307,Clearwater,FL,33759,5,6,M,180,1986,3,337563804,,,,,,,,,
Platform 1,1992846877,Nashville,TN,37201,3,25,M,108,2006,10,372320028,,,,,,,,,
Platform 1,1770652448,Reno,NV,89511,2,9,F,108,2012,21,895113038,1770652448,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",60,,55,,,,33
Platform 1,1174512065,St. Petersburg,FL,33710,2.5,27,M,80,1981,21,337015214,1174512065,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8627,932,7609,86,2866,870,113
Platform 1,1336374305,Wesley Chapel,FL,33544,2,6,M,108,2004,18,335446319,,,,,,,,,
Platform 1,1073511697,Wilmington,DE,19810,2.5,5,M,191,1998,21,198053420,,,,,,,,,
Platform 1,1306831409,Hermitage,TN,37076,3,11,F,129,1997,49,370763587,1306831409,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",33,20,13,0,0,0,
Platform 1,1538121033,Nashville,TN,37212,4.5,18,F,191,1990,21,288014016,1538121033,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",7589,776,6788,25,1933,196,141
Platform 1,1497909147,Philadelphia,PA,19115,2,5,F,213,1988,63,191074315,,,,,,,,,
Platform 1,1336374305,Wesley Chapel,FL,33544,1,13,M,108,2004,18,335446319,,,,,,,,,
Platform 1,1578029260,Reno,NV,89502,3,35,F,108,2016,66,895570001,,,,,,,,,
Platform 1,1336374305,Riverview,FL,33569,3,19,M,108,2004,18,335797176,,,,,,,,,
Platform 1,1073576286,Saint Louis,MO,63141,3.5,22,F,108,2013,13,631031613,,,,,,,,,
Platform 1,1740528223,Doylestown,PA,18901,2.5,6,F,108,2012,59,442309757,,,,,,,,,
Platform 1,1639518897,Dunedin,FL,34698,4,5,M,219,2013,19,346985848,1639518897,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",500,29,471,0,184,64,96
Platform 1,1992846877,Nashville,TN,37203,3.5,26,M,108,2006,10,372320028,,,,,,,,,
Platform 1,1558528406,Philadelphia,PA,19152,2,6,F,204,2008,17,54011473,1558528406,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",621,22,599,0,114,0,37
Platform 1,1376768200,Jefferson,LA,70121,2,9,F,108,2006,58,701214226,,,,,,,,,
Platform 1,1154395671,Saint Louis,MO,63101,3.5,20,M,134,1973,69,100061901,1154395671,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2382,352,2010,20,737,86,54
Platform 1,1528028248,Treasure Island,FL,33706,2.5,13,F,145,1997,18,337061024,,,,,,,,,
Platform 1,1033532585,Goodlettsville,TN,37072,4.5,20,F,108,2013,45,370723132,,,,,,,,,
Platform 1,1891134227,Brandon,FL,33511,3.5,7,F,10,2013,46,335115921,1891134227,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",17,,14,,,,
Platform 1,1265788962,Conshohocken,PA,19428,3.5,8,M,125,2008,71,194281227,1265788962,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",149,11,138,0,112,,
Platform 1,1699891242,Philadelphia,PA,19106,4,10,M,205,2003,53,432101240,1699891242,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",29,0,29,0,,,
Platform 1,1629245022,New Orleans,LA,70130,4.5,7,M,130,2006,21,701174736,1629245022,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6308,802,5391,115,4920,16,146
Platform 1,1558020412,Doylestown,PA,18901,3.5,7,F,108,2021,45,189012622,,,,,,,,,
Platform 1,1093280901,O'Fallon,IL,62269,4.5,15,F,108,2018,45,622692083,1093280901,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",373,16,357,0,182,40,142
Platform 1,1770720401,Santa Barbara,CA,93105,3,16,F,108,1997,13,931032109,,,,,,,,,
Platform 1,1366465486,Ewing,NJ,08628,2,5,M,108,1981,57,86282528,1366465486,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,,252,,34,138,
Platform 1,1730334368,Sellersville,PA,18960,2.5,7,M,116,2005,71,174034836,1730334368,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",159,,154,,57,,
Platform 1,1821040866,Indianapolis,IN,46220,4,11,M,210,1998,18,462378606,,,,,,,,,
Platform 1,1851305320,Morrisville,PA,19067,4,6,M,116,1973,23,190675001,1851305320,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4112,540,3529,43,917,226,133
Platform 1,1750838504,Meridian,ID,83642,5,5,M,108,2016,45,836427997,1750838504,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",46,,40,,,,
Platform 1,1356401731,Saint Petersburg,FL,33704,4.5,28,M,111,1979,11,337042127,,,,,,,,,
Platform 1,1306933114,Berlin,NJ,08009,3.5,5,M,6,1999,19,80099011,1306933114,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",216,11,205,0,144,16,64
Platform 1,1275965428,Doylestown,PA,18901,5,6,M,111,2013,11,189012391,,,,,,,,,
Platform 1,1255654257,Tampa,FL,33603,2.5,6,F,77,2008,46,336076330,1255654257,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",248,30,218,0,58,,27
Platform 1,1326577867,Cherry Hill,NJ,08034,2,24,F,99,2017,69,80032013,1326577867,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",78,16,62,0,,,
Platform 1,1134324825,Brentwood,TN,37027,4,5,F,106,2005,51,370275721,1134324825,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",171,,164,,17,28,
Platform 1,1366848137,Tucson,AZ,85718,3.5,15,M,108,2014,59,857112602,,,,,,,,,
Platform 1,1326119652,Willingboro,NJ,08046,5,6,M,108,1981,58,80461067,,,,,,,,,
Platform 1,1457342529,Horsham,PA,19044,2,10,M,113,1975,7,190442242,1457342529,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3510,548,2962,0,283,0,
Platform 1,1811007289,Fairview Heights,IL,62208,3.5,14,M,218,1992,63,622082074,1811007289,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",117,107,,,42,0,0
Platform 1,1023093432,Abington,PA,19001,3.5,5,M,116,1990,64,190013720,1023093432,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1260,918,,,132,0,55
Platform 1,1003077322,Wilmington,DE,19808,2.5,19,M,91,2007,21,198081217,1003077322,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1353,324,992,37,1004,13,40
Platform 1,1538116041,Newtown,PA,18940,2.5,9,F,108,1979,29,189401812,1538116041,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",124,32,92,0,23,11,
Platform 1,1649283599,Santa Barbara,CA,93110,3,14,M,108,1977,53,931101416,1649283599,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1302,17,1285,0,91,,75
Platform 1,1316302979,Pennsville,NJ,08070,2,7,M,108,2017,59,80701257,1316302979,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6483,238,6245,0,2986,3731,0
Platform 1,1366848137,Tucson,AZ,85704,2.5,9,M,108,2014,59,857112602,,,,,,,,,
Platform 1,1285716423,Clearwater,FL,33759,5,9,M,26,2000,64,681141119,1285716423,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",867,558,309,0,108,0,54
Platform 1,1316724883,Carmel,IN,46032,3,24,F,108,2023,47,46033,,,,,,,,,
Platform 1,1891134227,Brandon,FL,33511,2.5,11,F,10,2013,46,335115921,1891134227,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",17,,14,,,,
Platform 1,1154683787,Southampton,PA,18966,1.5,7,M,108,2012,19,920714253,1154683787,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",153,13,140,0,117,,65
Platform 1,1902828213,Boise,ID,83713,4,10,F,187,1999,62,837061309,,,,,,,,,
Platform 1,1972619633,Creve Coeur,MO,63141,4,7,F,185,2003,18,631417003,,,,,,,,,
Platform 1,1356530166,Santa Barbara,CA,93105,3.5,13,M,67,1978,11,931053330,,,,,,,,,
Platform 1,1518992288,Largo,FL,33771,5,13,F,108,2003,59,337702276,1518992288,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",3971,492,3453,26,1187,31,132
Platform 1,1164469144,Broomall,PA,19008,2.5,7,M,177,1979,17,452202475,1164469144,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",955,42,913,0,167,0,157
Platform 1,1871538611,Paoli,PA,19301,4.5,6,M,51,1988,73,193011763,1871538611,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",38,0,38,0,,0,
Platform 1,1336374305,Riverview,FL,33569,2,14,M,108,2004,18,335797176,,,,,,,,,
Platform 1,1225091796,Clearwater,FL,33755,5,8,M,108,1998,59,284036148,1225091796,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",737,,736,,161,281,
Platform 1,1366848137,Tucson,AZ,85745,3,7,M,108,2014,59,857112602,,,,,,,,,
Platform 1,1376227967,Saint Pete Beach,FL,33706,5,17,M,108,2023,59,321175167,,,,,,,,,
Platform 1,1437269487,Exton,PA,19341,4,5,M,112,1986,49,193411563,1437269487,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",28,15,13,0,0,0,0
Platform 1,1306845847,Santa Barbara,CA,93101,5,5,M,162,1981,18,931101110,,,,,,,,,
Platform 1,1073613766,Reno,NV,89509,4.5,7,M,188,1992,57,895034517,,,,,,,,,
Platform 1,1821040866,Indianapolis,IN,46236,2,35,M,210,1998,18,462378606,,,,,,,,,
Platform 1,1265870117,Meridian,ID,83642,3.5,20,M,108,1991,58,836426457,,,,,,,,,
Platform 1,1467859132,Nashville,TN,37209,3,16,M,108,2014,45,372032131,1467859132,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",188,94,23,71,82,0,0
Platform 1,1578226056,Belleair Bluffs,FL,33770,4,7,M,127,2021,11,337702085,,,,,,,,,
Platform 1,1477716264,St Louis,MO,63131,3.5,39,F,184,2008,49,631181012,1477716264,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",208,123,85,0,73,0,
Platform 1,1164410379,Philadelphia,PA,19125,3.5,54,M,165,1979,51,191404105,1164410379,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",446,16,430,0,361,83,
Platform 1,1376070110,Largo,FL,33777,3.5,6,F,108,2017,58,337771355,,,,,,,,,
Platform 1,1821040866,Indianapolis,IN,46224,2,18,M,210,1998,18,462378606,,,,,,,,,
Platform 1,1821040866,Indianapolis,IN,46235,3,7,M,210,1998,18,462378606,,,,,,,,,
Platform 1,1841210739,Reno,NV,89509,5,20,F,108,1989,45,895112291,,,,,,,,,
Platform 1,1578029260,Reno,NV,89501,4.5,51,F,108,2016,66,895570001,,,,,,,,,
Platform 1,1053377333,St. Louis,MO,63126,4.5,30,M,175,1991,75,631184601,1053377333,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",925,116,809,0,754,,195
Platform 1,1902843584,Boise,ID,83702,2.5,8,M,108,1993,10,837061309,,,,,,,,,
Platform 1,1073613766,Reno,NV,89521,5,21,M,188,1992,57,895034517,,,,,,,,,
Platform 1,1366848137,Tucson,AZ,85705,5,8,M,108,2014,59,857112602,,,,,,,,,
Platform 1,1871989194,Franklin,TN,37067,3,25,F,108,2015,18,370672872,,,,,,,,,
Platform 1,1487091161,Tucson,AZ,85712,3.5,11,M,108,2013,21,857143050,1487091161,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5512,909,4501,102,4051,88,73
Platform 1,1740712785,Franklin,TN,37064,2.5,6,M,165,2017,48,433027422,1740712785,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",147,58,89,0,109,0,
Platform 1,1356825632,Palm Harbor,FL,34685,3.5,11,M,108,2017,45,346835851,1356825632,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",96,,92,,41,45,
Platform 1,1174722268,Harleysville,PA,19438,2.5,8,M,108,2007,57,194382420,1174722268,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",224,11,213,0,42,54,0
Platform 1,1467837898,Tampa,FL,33618,5,60,F,108,2015,45,427012748,1467837898,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",2473,,2142,,1188,,146
Platform 1,1396788931,Franklin,TN,37067,3.5,29,M,73,2002,19,370675909,1396788931,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",273,,243,,40,46,64
Platform 1,1508251232,Newark,DE,19702,1.5,12,F,108,2015,45,71044309,1508251232,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1328,199,1090,39,1000,0,55
Platform 1,1053377333,St. Louis,MO,63122,4.5,21,M,175,1991,75,631184601,1053377333,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",925,116,809,0,754,,195
Platform 1,1700011434,Indianapolis,IN,46229,4,5,M,114,2009,10,181036202,,,,,,,,,
Platform 1,1659799153,Santa Barbara,CA,93105,3.5,5,M,190,2014,63,931053137,1659799153,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3337,155,3182,0,890,0,0
Platform 1,1982168118,Tampa,FL,33609,4.5,9,M,108,2018,59,33634,1982168118,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",125,,120,,45,0,45
Platform 1,1790724326,New Orleans,LA,70115,3.5,10,F,68,2002,17,701158129,1790724326,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",837,,786,,128,,30
Platform 1,1558374074,Philadelphia,PA,19103,2,16,F,112,1984,49,191033456,1558374074,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",273,74,199,0,19,0,
Platform 1,1396788931,Franklin,TN,37064,4,5,M,73,2002,19,370675909,1396788931,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",273,,243,,40,46,64
Platform 1,1104037506,Tucson,AZ,85712,4.5,13,M,108,1974,23,906502890,1104037506,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3267,459,2757,51,2658,40,175
Platform 1,1386774438,Philadelphia,PA,19118,4.5,5,F,108,1997,12,191182839,,,,,,,,,
Platform 1,1972644953,Philadelphia,PA,19102,4,41,F,108,1992,12,605218608,,,,,,,,,
Platform 1,1275881773,Sparks,NV,89436,5,7,F,202,2012,58,894349688,,,,,,,,,
Platform 1,1154395671,Tampa,FL,33618,2.5,13,M,134,1973,69,100061901,1154395671,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2382,352,2010,20,737,86,54
Platform 1,1477518702,Metairie,LA,70003,2,10,M,145,1985,60,700063014,1477518702,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",34,,31,,14,14,
Platform 1,1598928582,St Pete Beach,FL,33706,2.5,16,F,108,1999,18,337062544,,,,,,,,,
Platform 1,1578586228,Langhorne,PA,19047,3.5,17,F,9,1988,3,188401625,,,,,,,,,
Platform 1,1699763201,Reno,NV,89511,2.5,5,F,215,1993,17,895112081,1699763201,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",873,102,771,0,20,,111
Platform 1,1992846877,Nashville,TN,37209,2.5,28,M,108,2006,10,372320028,,,,,,,,,
Platform 1,1528169687,Brentwood,TN,37027,2.5,38,M,136,1988,3,117174309,,,,,,,,,
Platform 1,1093953903,Philadelphia,PA,19103,4,5,F,108,1998,47,157012388,,,,,,,,,
Platform 1,1518380187,Hermitage,TN,37076,2.5,14,M,108,2013,45,370762060,1518380187,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",455,,397,,32,,24
Platform 1,1437123254,Saint Louis,MO,63123,2,7,M,126,2004,5,631171811,1437123254,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2723,,1785,,646,,23
